Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	HOST	Instrument	Lat_Lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	Sample_Prefix	SRA Study	create_date	version
SRR5098430	AMPLICON	600	11546400	PRJNA356769	SAMN06126810	Metagenome or environmental	5703108	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,fastq,sra"	"gs,ncbi,s3"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415216	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	161554003_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	161554003_2_ITS2	161554003_2_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098431	AMPLICON	600	3390000	PRJNA356769	SAMN06126611	Metagenome or environmental	1846959	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,sra,fastq"	"ncbi,gs,s3"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415217	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159146620_3_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159146620_3_ITS2	159146620_3_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098432	AMPLICON	600	3786600	PRJNA356769	SAMN06126882	Metagenome or environmental	2107831	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,run.zq,sra"	"s3,gs,ncbi"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415218	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	604812005_3_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	604812005_3_ITS2	604812005_3_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098433	AMPLICON	545	23102005	PRJNA356769	SAMN06126853	Metagenome or environmental	10794359	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"run.zq,fastq,sra"	"gs,s3,ncbi"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415219	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	441369442_1_18S.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	441369442_1_18S	441369442_1_18S	SRP094940	2016-12-12T10:07:00Z	1
SRR5098434	AMPLICON	600	22636800	PRJNA356769	SAMN06126876	Metagenome or environmental	11302270	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,sra,run.zq"	"s3,gs,ncbi"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415220	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	596951878_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	596951878_1_ITS2	596951878_1_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098435	AMPLICON	600	15948000	PRJNA356769	SAMN06126662	Metagenome or environmental	8077543	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,run.zq,sra"	"s3,gs,ncbi"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415221	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159713063_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159713063_1_ITS2	159713063_1_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098436	AMPLICON	600	67701000	PRJNA356769	SAMN06126866	Metagenome or environmental	34505013	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,run.zq,sra"	"s3,gs,ncbi"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415222	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	514014184_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	514014184_2_ITS2	514014184_2_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098437	AMPLICON	545	16998550	PRJNA356769	SAMN06126863	Metagenome or environmental	8004162	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,sra,run.zq"	"s3,gs,ncbi"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415223	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	492786515_3_18S.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	492786515_3_18S	492786515_3_18S	SRP094940	2016-12-12T10:07:00Z	1
SRR5098438	AMPLICON	600	14955600	PRJNA356769	SAMN06126718	Metagenome or environmental	7528223	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"sra,fastq,run.zq"	"s3,ncbi,gs"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415224	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160441347_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160441347_1_ITS2	160441347_1_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098439	AMPLICON	600	40018200	PRJNA356769	SAMN06126597	Metagenome or environmental	21347728	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415225	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	158944319_1_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	158944319_1_ITS2	158944319_1_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098440	AMPLICON	500	34044500	PRJNA356769	SAMN06126743	Metagenome or environmental	16092190	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"sra,fastq,run.zq"	"ncbi,s3,gs"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415226	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160704339_2_ITS2-00000000-AGCWJ.Ayvaz.p255	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160704339_2_ITS2	160704339_2_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098442	AMPLICON	600	18313800	PRJNA356769	SAMN06126563	Metagenome or environmental	9063960	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,sra,run.zq"	"gs,ncbi,s3"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415228	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	158296956_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	158296956_2_ITS2	158296956_2_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098443	AMPLICON	600	27825600	PRJNA356769	SAMN06126907	Metagenome or environmental	14704268	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,sra,run.zq"	"ncbi,gs,s3"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415230	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	797461496_3_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	797461496_3_ITS2	797461496_3_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098444	AMPLICON	600	52627800	PRJNA356769	SAMN06126554	Metagenome or environmental	26610065	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"run.zq,sra,fastq"	"s3,ncbi,gs"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415231	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	158216035_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	158216035_1_ITS2	158216035_1_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098445	AMPLICON	600	1582800	PRJNA356769	SAMN06126871	Metagenome or environmental	901486	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"sra,run.zq,fastq"	"gs,s3,ncbi"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415232	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	536137189_1_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	536137189_1_ITS2	536137189_1_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098446	AMPLICON	600	22473600	PRJNA356769	SAMN06126807	Metagenome or environmental	11239045	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,sra,run.zq"	"ncbi,s3,gs"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415233	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	161493313_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	161493313_1_ITS2	161493313_1_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098447	AMPLICON	600	43682400	PRJNA356769	SAMN06126669	Metagenome or environmental	23376737	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,sra,fastq"	"ncbi,s3,gs"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415234	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159753524_2_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159753524_2_ITS2	159753524_2_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098448	AMPLICON	545	48193260	PRJNA356769	SAMN06126803	Metagenome or environmental	23245855	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,sra,run.zq"	"ncbi,s3,gs"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415235	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	161473083_2_18S.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	161473083_2_18S	161473083_2_18S	SRP094940	2016-12-12T10:07:00Z	1
SRR5098449	AMPLICON	600	27162600	PRJNA356769	SAMN06126650	Metagenome or environmental	13262877	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"sra,run.zq,fastq"	"ncbi,s3,gs"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415236	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159551223_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159551223_1_ITS2	159551223_1_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098450	AMPLICON	600	32691600	PRJNA356769	SAMN06126685	Metagenome or environmental	16156583	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,sra,run.zq"	"s3,ncbi,gs"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415237	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160097436_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160097436_2_ITS2	160097436_2_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098451	AMPLICON	545	9729340	PRJNA356769	SAMN06126793	Metagenome or environmental	4590264	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,sra,fastq"	"gs,s3,ncbi"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415238	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	161351702_2_18S.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	161351702_2_18S	161351702_2_18S	SRP094940	2016-12-12T10:07:00Z	1
SRR5098452	AMPLICON	600	22833000	PRJNA356769	SAMN06126659	Metagenome or environmental	11567659	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"sra,run.zq,fastq"	"ncbi,s3,gs"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415239	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159632143_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159632143_2_ITS2	159632143_2_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098453	AMPLICON	600	12650400	PRJNA356769	SAMN06126693	Metagenome or environmental	6791902	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,fastq,sra"	"ncbi,s3,gs"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415240	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160178356_2_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160178356_2_ITS2	160178356_2_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098454	AMPLICON	600	9342000	PRJNA356769	SAMN06126771	Metagenome or environmental	5078322	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,fastq,sra"	"s3,ncbi,gs"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415241	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160967330_3_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160967330_3_ITS2	160967330_3_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098455	AMPLICON	545	2795850	PRJNA356769	SAMN06126936	Metagenome or environmental	1408063	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,run.zq,sra"	"ncbi,gs,s3"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415242	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	937495960_2_18S.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	937495960_2_18S	937495960_2_18S	SRP094940	2016-12-12T10:06:00Z	1
SRR5098456	AMPLICON	600	15403800	PRJNA356769	SAMN06126619	Metagenome or environmental	8282943	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"sra,run.zq,fastq"	"gs,ncbi,s3"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415243	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159227541_2_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159227541_2_ITS2	159227541_2_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098457	AMPLICON	600	16264800	PRJNA356769	SAMN06126651	Metagenome or environmental	7688285	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,run.zq,sra"	"gs,s3,ncbi"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415244	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159551223_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159551223_2_ITS2	159551223_2_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098458	AMPLICON	600	42508800	PRJNA356769	SAMN06126937	Metagenome or environmental	23024607	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"sra,fastq,run.zq"	"ncbi,s3,gs"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415245	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	937495960_2_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	937495960_2_ITS2	937495960_2_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098459	AMPLICON	600	16363800	PRJNA356769	SAMN06126558	Metagenome or environmental	8246650	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"run.zq,fastq,sra"	"s3,gs,ncbi"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415246	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	158256496_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	158256496_1_ITS2	158256496_1_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098460	AMPLICON	600	16147800	PRJNA356769	SAMN06126624	Metagenome or environmental	8064077	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"sra,run.zq,fastq"	"s3,ncbi,gs"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415247	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159268001_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159268001_1_ITS2	159268001_1_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098461	AMPLICON	600	18051600	PRJNA356769	SAMN06126584	Metagenome or environmental	9014268	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"run.zq,sra,fastq"	"s3,gs,ncbi"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415248	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	158742018_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	158742018_1_ITS2	158742018_1_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098462	AMPLICON	545	1075285	PRJNA356769	SAMN06126692	Metagenome or environmental	571934	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,sra,run.zq"	"s3,gs,ncbi"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415249	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160178356_2_18S.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160178356_2_18S	160178356_2_18S	SRP094940	2016-12-12T10:06:00Z	1
SRR5098463	AMPLICON	545	36989150	PRJNA356769	SAMN06126768	Metagenome or environmental	17765578	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,sra,run.zq"	"ncbi,s3,gs"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415250	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160967330_2_18S.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160967330_2_18S	160967330_2_18S	SRP094940	2016-12-12T10:07:00Z	1
SRR5098464	AMPLICON	545	1824115	PRJNA356769	SAMN06126890	Metagenome or environmental	954548	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,fastq,sra"	"ncbi,s3,gs"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415251	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	650853796_2_18S.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	650853796_2_18S	650853796_2_18S	SRP094940	2016-12-12T10:07:00Z	1
SRR5098465	AMPLICON	600	2281200	PRJNA356769	SAMN06126896	Metagenome or environmental	1295369	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,run.zq,sra"	"gs,s3,ncbi"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415252	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	686765762_3_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	686765762_3_ITS2	686765762_3_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098466	AMPLICON	600	33351600	PRJNA356769	SAMN06126724	Metagenome or environmental	16651939	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"sra,run.zq,fastq"	"gs,s3,ncbi"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415253	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160502038_3_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160502038_3_ITS2	160502038_3_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098467	AMPLICON	600	19122600	PRJNA356769	SAMN06126677	Metagenome or environmental	9475905	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,run.zq,sra"	"gs,s3,ncbi"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415254	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160036745_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160036745_2_ITS2	160036745_2_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098469	AMPLICON	600	52206600	PRJNA356769	SAMN06126676	Metagenome or environmental	26159315	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"run.zq,fastq,sra"	"ncbi,s3,gs"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415256	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160036745_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160036745_1_ITS2	160036745_1_ITS2	SRP094940	2016-12-12T10:08:00Z	1
SRR5098470	AMPLICON	500	16312500	PRJNA356769	SAMN06126674	Metagenome or environmental	7289090	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,run.zq,sra"	"s3,gs,ncbi"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415257	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159915365_2_ITS2-00000000-AGCWJ.Ayvaz.p255	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159915365_2_ITS2	159915365_2_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098471	AMPLICON	600	40884000	PRJNA356769	SAMN06126715	Metagenome or environmental	21370244	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"sra,run.zq,fastq"	"gs,ncbi,s3"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415258	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160421117_1_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160421117_1_ITS2	160421117_1_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098472	AMPLICON	600	39000	PRJNA356769	SAMN06126564	Metagenome or environmental	99269	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,sra,run.zq"	"s3,gs,ncbi"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415259	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	158337416_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	158337416_1_ITS2	158337416_1_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098473	AMPLICON	600	4822800	PRJNA356769	SAMN06126779	Metagenome or environmental	2467458	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,sra,run.zq"	"s3,gs,ncbi"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415260	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	161068481_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	161068481_1_ITS2	161068481_1_ITS2	SRP094940	2016-12-12T10:07:00Z	1
